월,연중주수,채집장소,얼룩날개모기류,이나토미집모기,반점날개집모기,동양집모기,빨간집모기,작은빨간집모기,줄다리집모기,노랑늪모기,반점날개늪모기,흰줄숲모기,금빛숲모기,한국숲모기,토고숲모기,등줄숲모기,큰검정들모기,금빛어깨숲모기
5,21주,인천광역시 계양구 선주지동,1,0,0,0,48,0,0,0,0,0,19,3,0,0,0,0
5,21주,인천광역시 부평구 부평동,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
5,21주,인천광역시 서구 연희동,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5,21주,인천광역시 서구 백석동,0,0,0,0,71,0,0,0,0,0,2,8,0,2,0,0
5,21주,인천광역시 중구 운남동 (영종도),1,0,0,0,19,0,0,0,0,0,8,2,0,0,0,0
5,21주,인천광역시 강화 송해면 (숭뢰리),0,0,0,0,10,0,0,0,0,0,42,5,0,1,0,0
5,21주,인천광역시 강화 송해면 (솔정리),0,0,0,1,26,0,0,0,0,0,19,4,0,0,1,0
5,21주,인천광역시 강화 선원면 (금월리),1,0,0,0,31,0,0,0,0,0,48,2,0,0,0,0
5,21주,인천광역시 강화 삼산면 (석모리),0,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0
5,21주,인천광역시 강화 교동면 (대룡리),0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0
5,21주,인천광역시 강화 강화읍 (대산리),0,0,0,0,10,0,0,0,0,0,37,5,0,0,0,0
5,21주,인천광역시 강화 강화읍 (월곳리),0,0,0,0,8,0,0,0,0,0,117,0,0,0,0,0
5,22주,인천광역시 계양구 선주지동,0,0,0,0,74,0,0,0,0,0,65,4,0,0,0,0
5,22주,인천광역시 부평구 부평동,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0
5,22주,인천광역시 서구 연희동,0,0,0,1,17,0,0,0,0,0,6,0,0,38,0,0
5,22주,인천광역시 서구 백석동,9,0,0,1,108,0,0,0,0,0,16,7,0,26,0,0
5,22주,인천광역시 중구 운남동 (영종도),0,0,0,0,15,0,0,0,0,0,3,1,0,2,0,0
5,22주,인천광역시 강화 송해면 (숭뢰리),1,0,0,0,3,0,0,0,0,0,30,15,0,1,0,0
5,22주,인천광역시 강화 송해면 (솔정리),0,0,0,0,6,0,0,0,0,0,14,1,0,0,0,0
5,22주,인천광역시 강화 선원면 (금월리),0,0,2,1,13,0,0,0,0,0,68,6,0,0,2,0
5,22주,인천광역시 강화 삼산면 (석모리),0,0,0,0,4,0,0,0,0,0,13,3,0,2,0,0
5,22주,인천광역시 강화 교동면 (대룡리),0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0
5,22주,인천광역시 강화 강화읍 (대산리),0,0,0,0,3,0,0,0,0,0,32,7,0,0,0,0
5,22주,인천광역시 강화 강화읍 (월곳리),1,0,0,0,1,0,0,0,0,0,77,0,0,0,0,0
6,23주,인천광역시 계양구 선주지동,1,0,3,1,66,0,0,0,0,0,0,11,0,0,0,0
6,23주,인천광역시 부평구 부평동,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0
6,23주,인천광역시 서구 연희동,0,0,0,0,11,0,0,0,0,0,0,1,0,37,0,0
6,23주,인천광역시 서구 백석동,0,0,0,0,59,0,0,0,0,0,0,2,0,6,0,0
6,23주,인천광역시 중구 운남동 (영종도),3,0,0,0,16,0,0,0,0,0,92,9,0,50,0,0
6,23주,인천광역시 강화 송해면 (숭뢰리),0,0,0,0,9,0,0,0,0,0,29,10,0,0,2,0
6,23주,인천광역시 강화 송해면 (솔정리),1,0,0,1,9,0,0,0,0,0,29,4,0,0,0,0
6,23주,인천광역시 강화 선원면 (금월리),0,0,0,0,0,0,0,0,0,0,130,3,0,0,2,0
6,23주,인천광역시 강화 삼산면 (석모리),0,0,0,0,3,0,0,0,0,0,11,7,0,2,0,0
6,23주,인천광역시 강화 교동면 (대룡리),0,0,0,0,2,0,0,0,0,0,26,3,0,1,1,0
6,23주,인천광역시 강화 강화읍 (대산리),0,0,0,0,3,0,0,0,0,0,27,12,0,0,0,0
6,23주,인천광역시 강화 강화읍 (월곳리),0,0,0,0,1,0,0,0,0,0,106,2,0,1,0,0
6,24주,인천광역시 계양구 선주지동,3,0,87,1,62,0,0,0,0,0,2,3,0,0,0,0
6,24주,인천광역시 부평구 부평동,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0
6,24주,인천광역시 서구 연희동,0,0,0,0,25,0,0,0,0,0,0,0,0,7,0,0
6,24주,인천광역시 서구 백석동,7,0,0,0,80,0,0,0,0,0,2,3,0,4,0,0
6,24주,인천광역시 중구 운남동 (영종도),6,0,0,0,29,0,0,0,0,0,2,3,0,1,0,0
6,24주,인천광역시 강화 송해면 (숭뢰리),4,0,0,0,9,0,0,0,0,0,12,21,0,0,1,0
6,24주,인천광역시 강화 송해면 (솔정리),0,0,2,0,9,0,0,0,0,0,7,8,0,3,0,0
6,24주,인천광역시 강화 선원면 (금월리),2,0,3,1,1,0,0,0,0,0,13,5,0,0,3,0
6,24주,인천광역시 강화 삼산면 (석모리),1,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
6,24주,인천광역시 강화 교동면 (대룡리),0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6,24주,인천광역시 강화 강화읍 (대산리),1,0,5,0,5,0,0,0,0,0,2,5,0,1,0,0
6,24주,인천광역시 강화 강화읍 (월곳리),2,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0
6,25주,인천광역시 계양구 선주지동,12,0,130,1,63,0,0,0,0,0,5,4,0,0,0,0
6,25주,인천광역시 부평구 부평동,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
6,25주,인천광역시 서구 연희동,0,0,0,0,40,0,0,0,0,0,4,0,0,1,0,0
6,25주,인천광역시 서구 백석동,6,0,1,0,145,0,0,0,0,0,1,2,0,1,0,0
6,25주,인천광역시 중구 운남동 (영종도),6,0,5,0,27,0,0,0,0,0,11,2,0,5,0,0
6,25주,인천광역시 강화 송해면 (숭뢰리),5,0,6,1,19,0,0,0,0,0,16,22,0,0,0,0
6,25주,인천광역시 강화 송해면 (솔정리),4,0,0,0,56,0,0,0,0,0,15,5,0,0,1,0
6,25주,인천광역시 강화 선원면 (금월리),2,0,1,0,20,0,0,0,0,0,3,3,0,3,1,0
6,25주,인천광역시 강화 삼산면 (석모리),13,0,0,0,3,0,0,0,0,0,8,3,0,2,0,0
6,25주,인천광역시 강화 교동면 (대룡리),0,0,0,0,8,0,0,0,0,0,2,0,0,0,2,0
6,25주,인천광역시 강화 강화읍 (대산리),0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0
6,25주,인천광역시 강화 강화읍 (월곳리),4,0,0,0,7,0,0,0,0,0,28,0,0,0,1,0
6,26주,인천광역시 계양구 선주지동,15,0,131,0,36,0,0,0,0,0,10,9,0,0,0,0
6,26주,인천광역시 부평구 부평동,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
6,26주,인천광역시 서구 연희동,0,0,0,0,20,0,0,0,0,0,3,0,0,3,0,0
6,26주,인천광역시 서구 백석동,6,0,0,0,51,0,0,0,0,0,3,2,0,0,0,0
6,26주,인천광역시 중구 운남동 (영종도),8,0,0,0,26,0,0,0,0,1,5,7,0,1,0,0
6,26주,인천광역시 강화 송해면 (숭뢰리),7,0,5,0,19,0,0,0,0,0,10,17,0,0,2,0
6,26주,인천광역시 강화 송해면 (솔정리),7,0,0,0,33,0,0,0,0,0,28,2,0,4,4,0
6,26주,인천광역시 강화 선원면 (금월리),5,0,4,1,23,0,0,0,0,0,3,8,0,0,1,0
6,26주,인천광역시 강화 삼산면 (석모리),24,0,1,0,16,0,0,0,0,0,25,8,0,5,0,0
6,26주,인천광역시 강화 교동면 (대룡리),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,26주,인천광역시 강화 강화읍 (대산리),6,0,0,0,11,0,0,0,0,0,2,6,0,0,0,0
6,26주,인천광역시 강화 강화읍 (월곳리),7,0,1,0,2,0,0,0,0,0,9,1,0,0,0,0
7,27주,인천광역시 계양구 선주지동,1,0,0,0,202,0,0,0,0,0,16,1,0,0,0,0
7,27주,인천광역시 부평구 부평동,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
7,27주,인천광역시 서구 연희동,1,0,0,0,42,0,0,0,0,0,1,1,0,0,0,0
7,27주,인천광역시 서구 백석동,2,0,0,0,110,0,0,1,0,0,1,0,0,0,0,0
7,27주,인천광역시 중구 운남동 (영종도),186,0,1,0,69,0,0,0,0,0,2,20,0,0,0,0
7,27주,인천광역시 강화 송해면 (숭뢰리),27,0,0,3,37,0,0,0,0,1,5,8,0,0,9,0
7,27주,인천광역시 강화 송해면 (솔정리),25,0,2,1,18,0,0,0,0,0,21,2,0,0,11,0
7,27주,인천광역시 강화 선원면 (금월리),11,0,0,3,37,0,0,0,0,1,5,5,0,1,4,0
7,27주,인천광역시 강화 삼산면 (석모리),276,0,0,0,33,0,0,0,0,1,23,21,0,9,2,0
7,27주,인천광역시 강화 교동면 (대룡리),4,0,2,1,5,0,0,0,0,0,1,1,0,0,3,0
7,27주,인천광역시 강화 강화읍 (대산리),2,0,1,0,1,0,0,0,0,0,2,6,0,0,0,0
7,27주,인천광역시 강화 강화읍 (월곳리),4,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0
7,28주,인천광역시 계양구 선주지동,10,0,471,7,67,0,0,0,0,0,1,15,0,0,1,0
7,28주,인천광역시 부평구 부평동,2,0,1,0,26,0,0,0,0,0,2,0,0,0,0,0
7,28주,인천광역시 서구 연희동,0,0,0,1,9,0,0,0,0,0,9,1,0,3,0,0
7,28주,인천광역시 서구 백석동,6,0,1,0,55,0,0,0,0,0,2,2,0,5,0,0
7,28주,인천광역시 중구 운남동 (영종도),70,0,0,0,23,0,0,0,0,3,5,12,0,194,1,0
7,28주,인천광역시 강화 송해면 (숭뢰리),39,0,2,12,30,0,0,0,0,0,17,15,0,0,4,0
7,28주,인천광역시 강화 송해면 (솔정리),28,0,0,3,31,1,0,0,0,0,24,3,0,0,3,0
7,28주,인천광역시 강화 선원면 (금월리),21,0,3,8,34,0,0,0,0,1,23,11,0,0,3,0
7,28주,인천광역시 강화 삼산면 (석모리),0,0,1,3,43,0,0,0,0,0,22,11,0,3,0,0
7,28주,인천광역시 강화 교동면 (대룡리),9,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0
7,28주,인천광역시 강화 강화읍 (대산리),3,0,4,2,2,1,0,0,0,0,0,15,0,0,1,0
7,28주,인천광역시 강화 강화읍 (월곳리),13,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0
7,29주,인천광역시 계양구 선주지동,14,0,131,1,24,0,0,0,0,2,7,16,0,0,10,0
7,29주,인천광역시 부평구 부평동,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0
7,29주,인천광역시 서구 연희동,1,0,0,0,10,0,0,0,0,0,0,1,0,17,0,0
7,29주,인천광역시 서구 백석동,0,0,0,0,41,0,0,2,7,0,11,8,0,9,0,0
7,29주,인천광역시 중구 운남동 (영종도),263,0,0,0,30,0,0,0,0,3,46,15,0,295,3,0
7,29주,인천광역시 강화 송해면 (숭뢰리),29,0,0,14,9,0,0,0,0,0,17,15,0,0,7,0
7,29주,인천광역시 강화 송해면 (솔정리),23,0,1,6,11,0,0,0,0,0,208,7,0,2,5,0
7,29주,인천광역시 강화 선원면 (금월리),14,0,0,10,9,0,0,0,0,2,16,8,0,2,4,0
7,29주,인천광역시 강화 삼산면 (석모리),163,0,0,0,31,0,0,0,0,1,24,22,0,2,3,0
7,29주,인천광역시 강화 교동면 (대룡리),6,0,0,4,3,0,0,0,0,0,5,7,0,0,4,0
7,29주,인천광역시 강화 강화읍 (대산리),7,0,0,0,2,0,0,0,0,0,2,5,0,0,8,0
7,29주,인천광역시 강화 강화읍 (월곳리),24,0,1,3,10,0,0,0,0,0,24,4,0,0,2,0
7,30주,인천광역시 계양구 선주지동,27,0,23,2,10,3,0,0,0,2,19,9,0,0,4,0
7,30주,인천광역시 부평구 부평동,2,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0
7,30주,인천광역시 서구 연희동,1,0,0,0,18,0,0,0,0,1,5,1,0,6,0,0
7,30주,인천광역시 서구 백석동,3,0,0,0,16,0,0,1,11,1,0,4,0,2,0,0
7,30주,인천광역시 중구 운남동 (영종도),68,0,0,0,18,0,0,0,0,0,21,7,0,8,0,0
7,30주,인천광역시 강화 송해면 (숭뢰리),17,0,0,5,3,0,0,0,0,0,4,2,0,0,11,0
7,30주,인천광역시 강화 송해면 (솔정리),14,0,0,1,4,0,0,0,0,1,105,3,0,1,4,0
7,30주,인천광역시 강화 선원면 (금월리),11,0,0,3,2,0,0,0,0,1,16,3,0,0,0,0
7,30주,인천광역시 강화 삼산면 (석모리),893,0,0,1,21,13,0,0,0,0,89,13,0,16,4,0
7,30주,인천광역시 강화 교동면 (대룡리),18,0,2,22,10,0,0,0,0,0,0,19,0,0,3,0
7,30주,인천광역시 강화 강화읍 (대산리),7,0,0,0,3,0,0,0,0,1,3,6,0,0,4,0
7,30주,인천광역시 강화 강화읍 (월곳리),19,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0
8,31주,인천광역시 계양구 선주지동,67,0,27,4,10,0,0,0,0,3,55,2,0,0,1,0
8,31주,인천광역시 부평구 부평동,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
8,31주,인천광역시 서구 연희동,0,0,0,0,31,0,0,0,0,3,1,3,0,3,0,0
8,31주,인천광역시 서구 백석동,49,0,0,0,39,0,0,0,13,1,2,3,0,0,1,0
8,31주,인천광역시 중구 운남동 (영종도),77,0,0,0,5,0,0,0,0,2,6,4,0,0,6,0
8,31주,인천광역시 강화 송해면 (숭뢰리),43,0,1,7,1,0,0,0,0,0,17,1,0,0,26,0
8,31주,인천광역시 강화 송해면 (솔정리),39,0,0,2,25,0,0,0,0,0,273,0,0,0,9,0
8,31주,인천광역시 강화 선원면 (금월리),44,0,0,5,13,0,0,0,1,0,79,2,0,2,5,0
8,31주,인천광역시 강화 삼산면 (석모리),335,0,0,1,88,2,0,0,0,0,192,5,0,6,7,0
8,31주,인천광역시 강화 교동면 (대룡리),5,0,0,0,13,0,0,0,0,0,0,4,0,0,7,0
8,31주,인천광역시 강화 강화읍 (대산리),0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0
8,31주,인천광역시 강화 강화읍 (월곳리),14,0,2,1,7,0,0,0,0,0,31,0,0,0,1,0
8,32주,인천광역시 계양구 선주지동,67,0,45,3,13,0,0,0,1,4,110,0,0,0,9,0
8,32주,인천광역시 부평구 부평동,0,0,0,1,22,0,0,0,0,0,0,1,0,0,0,0
8,32주,인천광역시 서구 연희동,2,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0
8,32주,인천광역시 서구 백석동,44,0,2,0,76,3,0,3,42,0,3,2,0,1,0,0
8,32주,인천광역시 중구 운남동 (영종도),132,0,0,1,17,0,0,0,0,4,19,2,0,0,3,0
8,32주,인천광역시 강화 송해면 (숭뢰리),79,0,2,26,0,4,0,0,0,1,17,3,0,0,20,0
8,32주,인천광역시 강화 송해면 (솔정리),89,0,0,5,5,0,0,0,0,0,133,2,0,0,10,0
8,32주,인천광역시 강화 선원면 (금월리),194,0,0,11,48,0,0,0,0,1,186,1,0,0,3,0
8,32주,인천광역시 강화 삼산면 (석모리),1005,0,0,5,162,0,0,0,0,1,308,1,0,0,13,0
8,32주,인천광역시 강화 교동면 (대룡리),95,0,1,19,1,6,0,0,0,0,2,0,0,0,1,0
8,32주,인천광역시 강화 강화읍 (대산리),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,32주,인천광역시 강화 강화읍 (월곳리),70,0,1,5,1,0,0,0,0,0,98,1,0,0,0,0
8,33주,인천광역시 계양구 선주지동,93,0,39,3,53,0,0,0,0,8,31,4,0,0,4,0
8,33주,인천광역시 부평구 부평동,2,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0
8,33주,인천광역시 서구 연희동,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0
8,33주,인천광역시 서구 백석동,58,0,0,1,0,0,0,12,36,3,3,5,0,0,0,0
8,33주,인천광역시 중구 운남동 (영종도),75,0,0,0,30,0,0,0,0,0,3,1,0,0,1,0
8,33주,인천광역시 강화 송해면 (숭뢰리),22,0,1,7,4,3,0,0,0,0,12,0,0,0,5,0
8,33주,인천광역시 강화 송해면 (솔정리),121,0,2,8,56,0,0,0,0,0,175,1,0,0,14,0
8,33주,인천광역시 강화 선원면 (금월리),139,0,1,10,5,16,0,0,0,1,114,1,0,0,3,0
8,33주,인천광역시 강화 삼산면 (석모리),3180,0,0,2,233,156,0,0,1,0,145,1,0,0,2,0
8,33주,인천광역시 강화 교동면 (대룡리),248,0,4,90,7,30,0,0,0,3,14,3,0,0,24,0
8,33주,인천광역시 강화 강화읍 (월곳리),56,0,0,2,3,6,0,0,0,0,27,0,0,0,1,0
8,34주,인천광역시 계양구 선주지동,57,0,31,5,12,17,0,0,0,4,13,1,0,0,3,0
8,34주,인천광역시 부평구 부평동,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0
8,34주,인천광역시 서구 연희동,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
8,34주,인천광역시 서구 백석동,38,0,1,1,35,5,0,1,8,0,2,1,0,0,0,0
8,34주,인천광역시 중구 운남동 (영종도),60,0,0,0,19,2,0,0,0,3,2,5,0,1,2,0
8,34주,인천광역시 강화 송해면 (숭뢰리),204,0,1,39,44,28,0,0,0,2,54,1,0,0,27,0
8,34주,인천광역시 강화 송해면 (솔정리),240,0,0,13,16,56,0,0,0,0,461,0,0,0,9,0
8,34주,인천광역시 강화 선원면 (금월리),419,0,9,66,148,2,0,0,0,1,232,1,0,0,5,0
8,34주,인천광역시 강화 삼산면 (석모리),4533,0,1,9,394,77,0,0,0,0,106,1,0,0,13,0
8,34주,인천광역시 강화 교동면 (대룡리),108,0,9,61,28,23,0,0,0,0,22,0,0,0,3,0
8,34주,인천광역시 강화 강화읍 (대산리),17,0,0,0,3,1,0,0,0,0,11,0,0,0,0,0
8,34주,인천광역시 강화 강화읍 (월곳리),140,0,0,1,30,11,0,0,0,0,22,0,0,0,1,0
8,35주,인천광역시 계양구 선주지동,91,0,15,4,74,0,0,0,0,4,20,4,0,0,6,0
