date,temp,rain_per_day,accum_rain,wind,humidity,sunshine,mosquito
2016-10-10,17.55714286,1.142857143,0,2.571428571,57.7,13.86571429,1076
2018-06-25,24.37142857,0.0,0,1.885714286,57.87142857,23.73,4830
2016-06-20,23.24285714,2.214285714,0,2.214285714,67.05714286,17.20714286,6398
2020-05-24,17.08571429,9.042857143,15,2.371428571,69.84285714,17.36,2141
2015-09-18,21.31428571,0.0,0,2.328571429,52.58571429,17.51714286,3089
2018-06-03,22.28571429,0.142857143,0,1.814285714,54.58571429,24.57857143,2828
2019-05-01,13.0,2.314285714,0,1.657142857,59.14285714,14.04142857,1345
2020-06-21,24.4,0.014285714,0,2.114285714,61.25714286,22.24142857,3059
2018-10-05,17.51428571,5.214285714,37,1.728571429,60.44285714,15.33857143,2487
2017-04-23,13.52857143,1.871428571,0,2.342857143,53.77142857,15.35571429,889
2020-07-03,23.42857143,10.95714286,0,2.457142857,74.02857143,17.35285714,2971
2019-07-12,24.95714286,1.628571429,0,1.857142857,54.81428571,18.20428571,4828
2020-05-29,18.11428571,2.285714286,0,2.257142857,72.95714286,21.45428571,3024
2015-10-11,16.6,1.0,7,2.257142857,60.4,12.12,560
2017-04-29,15.17142857,0.0,0,2.871428571,45.08571429,23.77333333,766
2020-08-30,27.98571429,11.28571429,56,2.328571429,80.28571429,14.05857143,2784
2017-07-02,25.14285714,17.35714286,93,2.2,71.81428571,15.60571429,6681
2018-05-26,18.57142857,2.714285714,0,1.685714286,50.5,22.63428571,2778
2018-06-26,24.35714286,10.21428571,72,1.971428571,61.72857143,21.39285714,4664
2016-08-03,28.07142857,8.914285714,0,1.785714286,72.62857143,14.21571429,3874
2016-04-23,12.68571429,5.642857143,0,2.8,66.34285714,14.04571429,740
2019-04-19,12.8,0.242857143,0,1.842857143,43.72857143,17.94571429,242
2017-08-24,26.05714286,25.0,46,2.442857143,81.21428571,9.197142857,3662
2018-09-25,19.44285714,4.242857143,0,1.528571429,62.68571429,13.71857143,2591
2016-06-08,22.62857143,0.014285714,0,2.028571429,52.85714286,18.47571429,6958
2015-04-25,14.42857143,2.5,0,3.171428571,50.54285714,17.50428571,757
2018-09-18,22.8,0.4,0,1.385714286,66.58571429,13.32428571,3450
2015-05-06,18.12857143,0.571428571,0,2.7,55.75714286,18.51714286,2849
2017-10-16,15.41428571,2.914285714,0,2.133333333,58.41428571,6.73,2833
2016-09-22,22.25714286,1.0,0,2.557142857,52.45714286,15.26285714,10302
2017-05-26,20.41428571,0.728571429,0,2.414285714,51.6,22.76285714,1921
2016-06-01,21.5,0.0,0,2.128571429,58.88571429,20.65142857,6230
2017-05-01,16.51428571,0.0,0,2.785714286,49.27142857,23.965,1057
2017-09-27,22.32857143,0.071428571,1,1.757142857,62.97142857,13.34571429,3511
2018-10-27,12.4,2.285714286,0,1.457142857,59.97142857,11.05428571,301
2016-06-12,23.25714286,0.657142857,5,2.042857143,65.51428571,15.47285714,5469
2020-07-10,25.02857143,0.542857143,2,2.157142857,69.44285714,20.48142857,3893
2015-07-16,26.6,5.571428571,0,3.514285714,69.8,15.03857143,4380
2017-05-08,19.07142857,0.0,0,2.628571429,41.61428571,21.94,1115
2017-08-09,29.52857143,1.071428571,3,2.1,65.31428571,17.59571429,4233
2018-09-19,22.7,0.428571429,0,1.328571429,67.6,11.93428571,3183
2016-08-02,27.85714286,8.985714286,2,2.014285714,74.2,12.14,7386
2019-10-01,22.64285714,0.0,0,1.714285714,61.25714286,15.51142857,2569
2019-06-11,20.94285714,7.828571429,0,1.585714286,66.0,16.21142857,1867
2019-08-08,29.14285714,2.8,0,1.3,69.41428571,17.23714286,1958
2015-05-30,22.05714286,0.057142857,0,2.485714286,43.87142857,21.74142857,5448
2018-05-04,15.94285714,1.857142857,0,2.042857143,60.68571429,17.94428571,1052
2017-08-10,28.75714286,1.857142857,8,2.071428571,69.5,15.37,3702
2020-07-07,24.07142857,0.242857143,0,2.142857143,70.27142857,19.75,3303
2018-05-22,18.57142857,21.0,13,1.428571429,68.08571429,12.88714286,2708
2020-05-07,19.8,0.0,0,2.314285714,62.32857143,19.29571429,1367
2018-05-23,17.85714286,15.5,19,1.514285714,62.84285714,16.83,2119
2018-06-16,21.51428571,7.285714286,0,1.414285714,64.11428571,17.90428571,4746
2018-10-16,12.57142857,1.0,0,1.585714286,57.97142857,14.38,894
2020-09-13,21.51428571,10.44285714,0,2.742857143,78.71428571,13.92,2611
2018-05-20,19.35714286,19.21428571,0,1.428571429,69.28571429,13.58857143,2837
2017-04-27,14.65714286,0.0,0,2.642857143,45.55714286,22.59166667,863
2018-08-12,30.44285714,1.928571429,5,1.585714286,64.87142857,18.09,2041
2016-06-26,24.28571429,4.871428571,0,2.142857143,67.07142857,15.90142857,7687
2018-10-01,18.11428571,0.0,0,1.642857143,52.1,16.52714286,2031
2019-09-23,20.25714286,0.057142857,0,2.457142857,51.67142857,13.56285714,2704
2016-06-27,24.24285714,4.871428571,0,2.128571429,65.57142857,15.44857143,8328
2017-08-12,27.77142857,1.928571429,0,2.128571429,70.88571429,14.64857143,3936
2020-08-23,26.67142857,6.442857143,0,1.885714286,79.41428571,15.85285714,2198
2018-09-01,24.45714286,24.22857143,0,1.428571429,78.15714286,11.49571429,1261
2015-10-29,13.72857143,5.642857143,1,2.5,60.0,10.11428571,326
2016-05-09,17.12857143,6.285714286,0,2.914285714,60.12857143,16.40857143,2709
2017-05-17,17.45714286,0.857142857,0,2.514285714,63.77142857,17.02,2031
2015-10-13,15.25714286,1.0,0,2.457142857,62.68571429,11.78142857,898
2018-09-02,24.72857143,23.94285714,0,1.471428571,76.12857143,12.46714286,1487
2015-08-29,24.07142857,0.828571429,0,2.585714286,66.74285714,13.97,6635
2018-06-19,22.54285714,6.5,0,1.428571429,62.74285714,19.48428571,4605
2016-08-05,29.15714286,0.385714286,0,1.642857143,67.88571429,15.70571429,4885
2016-07-30,27.9,8.742857143,60,2.314285714,75.0,10.47857143,6249
2016-06-03,22.22857143,0.0,0,2.285714286,52.18571429,23.4,9643
2017-10-17,14.67142857,2.857142857,0,2.133333333,54.15714286,7.665714286,2416
2017-07-04,25.58571429,22.92857143,68,2.357142857,74.34285714,15.07428571,6094
2020-08-29,27.77142857,5.214285714,27,2.3,78.8,14.89142857,2869
2020-10-11,15.95714286,0.0,0,2.328571429,56.72857143,17.25571429,2291
2015-08-28,24.22857143,0.828571429,0,2.7,67.31428571,13.51571429,8316
2018-08-03,32.21428571,1.071428571,0,1.471428571,56.58571429,20.20857143,2337
2020-08-03,24.97142857,32.17142857,134,2.157142857,90.21428571,7.478571429,2401
2015-08-15,26.9,0.014285714,0,2.1,70.42857143,16.11285714,8844
2016-05-31,20.98571429,0.0,0,2.214285714,62.04285714,19.38714286,5403
2016-08-17,29.75714286,0.1,0,1.957142857,66.44285714,17.29857143,6020
2019-05-26,21.04285714,1.242857143,0,2.214285714,48.22857143,25.63857143,1523
2016-04-24,13.35714286,2.714285714,0,2.4,62.45714286,15.30142857,1161
2019-04-15,10.02857143,3.528571429,0,2.014285714,49.2,16.09571429,0
2019-09-09,24.38571429,9.185714286,0,2.642857143,78.84285714,7.848571429,3361
2017-08-15,25.71428571,14.78571429,95,2.671428571,73.21428571,10.83285714,3615
2017-10-06,18.87142857,0.857142857,1,2.085714286,60.44285714,7.145714286,3638
2016-10-23,17.22857143,0.357142857,3,2.128571429,65.68571429,9.318571429,3590
2016-05-20,20.48571429,6.785714286,0,2.2,47.92857143,22.82,4433
2015-09-07,23.6,3.357142857,0,2.6,66.98571429,13.81,4242
2019-05-21,20.51428571,4.385714286,0,2.0,56.02857143,19.49857143,1533
2016-06-09,22.75714286,0.014285714,0,1.971428571,55.88571429,18.11285714,7232
2015-08-11,27.7,2.657142857,0,2.242857143,71.71428571,15.83428571,5275
2020-09-10,22.11428571,10.37142857,5,2.842857143,76.38571429,14.21857143,2160
2018-08-27,26.02857143,5.285714286,22,1.771428571,71.41428571,12.53,1914
2018-05-18,18.7,23.85714286,90,1.414285714,82.45714286,9.894285714,1634
2015-09-03,24.58571429,2.685714286,19,2.1,67.32857143,15.11142857,4794
2018-04-30,15.44285714,0.428571429,0,1.742857143,51.37142857,21.59428571,1313
2016-08-07,29.67142857,0.285714286,0,1.628571429,64.34285714,16.08285714,3913
2018-07-02,23.07142857,37.57142857,143,1.342857143,86.8,8.361428571,3106
2017-06-14,21.57142857,0.657142857,0,2.657142857,55.6,23.69285714,2558
2018-06-06,23.05714286,0.0,0,1.857142857,51.24285714,26.09,3119
2017-05-16,17.14285714,1.214285714,0,2.571428571,66.84285714,15.41428571,1974
2017-09-11,22.45714286,3.785714286,25,1.5,71.84285714,11.06,3365
2017-08-20,24.31428571,31.71428571,125,2.742857143,80.84285714,7.958571429,3978
2016-09-08,24.58571429,1.357142857,5,1.8,70.7,11.75,5339
2015-07-10,25.47142857,0.071428571,0,2.5,58.8,16.97,7240
2015-07-28,26.31428571,23.64285714,0,2.385714286,85.11428571,8.912857143,5054
2019-08-28,25.77142857,2.857142857,0,1.557142857,64.78571429,17.45333333,2604
2015-05-13,17.0,3.357142857,0,3.585714286,55.62857143,18.27714286,2323
2015-08-27,24.51428571,1.142857143,0,2.742857143,68.58571429,13.18857143,9093
2017-05-23,20.61428571,0.714285714,5,2.228571429,49.95714286,23.20285714,2099
2015-09-11,22.17142857,1.071428571,3,2.685714286,59.75714286,15.56285714,3675
2018-05-30,20.57142857,0.142857143,0,1.771428571,54.45714286,22.56857143,2838
2015-05-16,17.95714286,3.357142857,0,3.714285714,58.65714286,18.32571429,3935
2017-09-04,22.41428571,0.0,0,1.928571429,57.48571429,18.01285714,3549
2020-10-23,13.31428571,0.0,0,2.114285714,65.45714286,13.89857143,519
2019-09-14,23.51428571,10.72857143,0,2.085714286,75.52857143,10.06142857,3337
2018-08-06,32.08571429,1.214285714,9,1.9,59.95714286,21.25571429,3455
2017-06-22,25.07142857,0.0,0,2.314285714,52.04285714,23.06857143,4069
2016-05-15,17.87142857,8.428571429,45,2.3,60.95714286,18.78857143,3341
2015-07-07,24.27142857,0.071428571,0,2.785714286,59.0,20.06714286,8141
2020-10-25,12.42857143,0.0,0,2.171428571,62.64285714,13.45142857,358
2020-08-19,27.34285714,9.914285714,0,2.4,82.58571429,12.92,3011
2018-10-23,13.02857143,0.714285714,5,1.171428571,56.51428571,13.94142857,444
2018-10-31,9.1,2.357142857,0,1.771428571,60.04285714,10.53142857,148
2020-09-01,27.31428571,11.28571429,0,2.385714286,81.6,11.50714286,3036
2018-07-24,30.27142857,0.0,0,1.571428571,58.28571429,24.02285714,3972
2017-09-03,21.97142857,1.285714286,0,1.914285714,60.24285714,16.42428571,3160
2015-05-23,18.1,0.142857143,0,3.028571429,53.87142857,19.39428571,3479
2019-09-08,24.28571429,9.185714286,0,2.628571429,76.31428571,8.821428571,3008
2015-06-07,22.45714286,0.142857143,0,2.571428571,44.24285714,19.65666667,3721
2015-06-24,23.67142857,6.785714286,0,2.371428571,65.72857143,18.02857143,4712
2016-07-17,25.31428571,7.657142857,49,2.385714286,72.07142857,12.04571429,6677
2015-10-16,14.77142857,1.0,0,2.142857143,66.3,10.98428571,1745
2016-05-14,18.15714286,2.0,0,2.214285714,56.8,20.35714286,2838
2015-10-04,19.05714286,5.0,0,2.771428571,48.68571429,11.73285714,2571
2020-09-11,21.98571429,10.54285714,5,2.857142857,77.62857143,13.02714286,2864
2019-05-25,20.31428571,4.385714286,0,2.128571429,55.94285714,22.69714286,1543
2020-06-04,20.85714286,0.514285714,0,2.414285714,67.94285714,22.05571429,3568
2015-04-15,11.37142857,2.571428571,12,3.142857143,52.74285714,15.43857143,31
2018-09-15,22.82857143,0.1,1,1.314285714,57.85714286,15.66428571,2254
2017-09-06,22.87142857,0.285714286,2,1.671428571,61.87142857,15.25857143,2985
2017-09-12,22.48571429,3.785714286,0,1.528571429,71.3,13.01857143,3546
2019-09-25,19.71428571,0.057142857,0,2.171428571,57.11428571,12.80571429,2344
2018-08-04,32.44285714,0.0,0,1.642857143,54.22857143,21.76,2732
2017-06-03,22.18571429,0.0,0,2.6,48.31428571,23.23142857,1948
2016-10-08,19.9,4.714285714,8,2.7,67.38571429,11.77571429,2976
2019-08-02,27.22857143,16.72857143,0,2.085714286,80.97142857,9.738571429,2534
2020-08-05,25.74285714,28.15714286,22,2.357142857,90.32857143,7.695714286,2302
2016-08-18,29.67142857,0.1,0,1.9,66.12857143,15.79571429,4876
2017-05-03,18.1,0.0,0,2.514285714,46.88571429,23.21428571,1249
2018-08-28,25.61428571,18.35714286,116,1.542857143,74.41428571,11.32428571,1709
2016-06-10,23.1,0.014285714,0,1.971428571,57.71428571,17.95571429,6237
2020-05-23,17.37142857,6.971428571,0,2.2,69.17142857,18.02714286,1976
2015-04-12,10.94285714,0.0,0,2.671428571,45.88571429,15.2,459
2016-06-14,23.58571429,0.642857143,0,2.114285714,67.57142857,17.52428571,5100
2020-09-09,22.1,14.07142857,1,3.242857143,77.27142857,13.41,3532
2015-05-14,17.55714286,3.357142857,0,3.685714286,59.65714286,18.31285714,5430
2019-07-16,23.92857143,3.628571429,14,1.571428571,71.05714286,13.78714286,4599
2017-10-11,20.27142857,2.985714286,20,1.814285714,68.18571429,6.554285714,2718
2020-09-25,20.01428571,0.042857143,0,2.6,58.84285714,19.08714286,3366
2019-09-20,22.1,0.042857143,0,2.028571429,55.75714286,15.97428571,2534
2018-06-09,23.01428571,0.071428571,1,1.814285714,57.54285714,23.15142857,3198
2016-06-19,23.07142857,2.214285714,0,2.314285714,67.7,17.63285714,7859
2015-08-24,26.2,0.414285714,0,2.285714286,68.55714286,12.39,7337
2018-08-11,30.35714286,1.5,0,1.742857143,66.37142857,18.43142857,2453
2015-10-17,15.61428571,0.5,0,2.071428571,65.42857143,12.28571429,1821
2015-07-20,25.6,0.785714286,0,3.057142857,63.51428571,15.96,0
2018-06-20,22.64285714,6.5,0,1.542857143,63.32857143,20.73714286,4442
2020-05-13,16.58571429,4.585714286,0,2.814285714,60.85714286,17.60571429,1328
2015-08-02,27.4,3.142857143,17,2.8,78.72857143,11.43428571,7186
2018-09-30,18.42857143,0.0,0,1.528571429,51.12857143,17.36428571,2018
2015-04-26,14.82857143,0.785714286,0,3.114285714,45.22857143,19.75714286,862
2016-09-14,24.05714286,1.0,0,1.7,68.1,11.87857143,6871
2016-05-21,21.04285714,6.785714286,0,2.157142857,44.6,22.85857143,5112
2015-05-26,19.84285714,0.0,0,2.857142857,47.6,24.73285714,5488
2015-09-15,21.44285714,0.357142857,0,2.242857143,57.95714286,16.12571429,0
2016-10-29,13.25714286,5.685714286,0,2.485714286,64.8,7.02,947
2018-07-07,24.58571429,20.51428571,0,1.228571429,73.71428571,15.16571429,3000
2019-10-31,12.72857143,0.257142857,0,2.171428571,62.57142857,12.61,185
2018-08-26,26.94285714,2.5,2,1.942857143,66.35714286,13.56285714,2221
2018-05-21,19.3,19.21428571,0,1.428571429,65.35714286,14.36,2680
2016-10-16,16.15714286,0.214285714,2,1.557142857,57.61428571,11.63571429,2728
2017-07-15,26.38571429,31.5,43,1.928571429,81.45714286,11.87857143,4552
2019-07-09,26.22857143,0.0,0,1.828571429,49.07142857,21.68857143,4802
2020-10-31,12.68571429,0.0,0,1.957142857,57.68571429,13.49142857,454
2016-07-28,28.31428571,0.242857143,1,2.371428571,71.94285714,11.45571429,12958
2016-07-19,24.85714286,7.257142857,0,2.271428571,73.17142857,12.37142857,5044
2016-04-20,12.94285714,6.571428571,1,2.885714286,60.35714286,15.70428571,921
2015-09-25,22.81428571,0.0,0,1.971428571,58.37142857,14.35142857,3192
2019-07-01,24.6,0.414285714,0,1.685714286,64.2,16.29857143,5525
2020-08-10,25.35714286,30.3,95,2.485714286,90.85714286,6.097142857,2122
2015-09-05,24.45714286,3.357142857,5,2.228571429,69.2,13.73,7523
2020-10-17,13.72857143,0.0,0,1.914285714,58.11428571,12.68571429,651
2020-07-27,23.75714286,17.1,2,2.671428571,80.15714286,10.99428571,3221
2020-05-17,16.87142857,2.657142857,0,2.428571429,66.41428571,16.17285714,1434
2015-05-15,17.9,3.357142857,0,3.714285714,60.61428571,17.75285714,8425
2017-04-19,14.31428571,2.714285714,0,2.457142857,58.61428571,13.10166667,212
2019-07-31,26.75714286,22.84285714,64,2.085714286,84.45714286,6.385714286,3431
2018-09-06,24.4,5.085714286,1,1.728571429,67.24285714,17.43,1846
2020-07-20,24.08571429,6.314285714,33,2.357142857,74.98571429,16.09428571,3589
2015-09-09,22.92857143,3.285714286,0,2.685714286,60.45714286,16.15428571,3880
2016-05-01,17.65714286,0.042857143,0,2.4,38.48571429,16.58285714,0
2019-06-06,21.28571429,1.071428571,8,1.914285714,55.88571429,22.32714286,1805
2016-04-19,13.12857143,6.642857143,0,2.828571429,62.28571429,15.77,258
2016-08-31,22.14285714,6.214285714,18,2.9,61.91428571,13.01428571,1848
2016-07-24,27.74285714,0.171428571,1,1.885714286,68.1,14.27428571,5784
2019-10-25,17.24285714,0.0,0,1.885714286,59.15714286,12.83285714,1276
2020-10-07,16.85714286,0.0,0,2.171428571,64.88571429,13.66,1668
2019-08-17,27.75714286,12.22857143,0,1.828571429,73.17142857,13.86857143,2183
2016-10-04,20.8,3.642857143,0,2.128571429,71.6,9.691428571,16871
2015-09-20,22.02857143,0.0,0,2.314285714,54.41428571,17.39285714,3452
2020-05-02,15.94285714,0.0,0,2.757142857,57.4,22.40428571,861
2019-10-08,18.95714286,7.671428571,0,2.585714286,72.81428571,10.35,731
2015-04-18,11.5,3.571428571,0,3.371428571,56.17142857,13.59428571,416
2015-06-13,23.74285714,1.214285714,1,2.785714286,58.12857143,18.45571429,4172
2015-07-05,24.15714286,0.428571429,0,2.828571429,62.62857143,19.46,7150
2016-10-06,20.62857143,3.571428571,0,2.314285714,67.62857143,11.25857143,3996
2016-09-28,21.87142857,2.0,14,1.514285714,64.08571429,10.65714286,3531
2016-06-06,22.78571429,0.0,0,2.114285714,49.14285714,20.84285714,26441
2016-07-22,25.71428571,7.028571429,0,2.2,72.01428571,13.15142857,6162
2020-06-29,23.72857143,9.271428571,12,2.4,75.42857143,14.02857143,2822
2017-04-21,14.35714286,1.871428571,0,2.214285714,57.18571429,13.68666667,585
2020-09-21,21.18571429,0.085714286,0,2.042857143,65.94285714,16.62,2983
2017-09-07,22.9,0.285714286,0,1.642857143,63.42857143,14.51571429,2874
2015-05-18,17.78571429,1.357142857,0,3.728571429,57.6,18.04571429,7851
2015-10-31,10.4,4.142857143,0,2.471428571,52.97142857,11.46571429,27
2018-09-21,21.47142857,3.642857143,23,1.414285714,73.0,10.17142857,3194
2018-05-06,16.41428571,5.0,22,2.014285714,66.55714286,15.23428571,2246
2020-08-22,26.97142857,6.442857143,45,2.042857143,80.01428571,15.22142857,2843
2018-08-22,28.34285714,0.714285714,0,1.671428571,52.44285714,20.62428571,1222
2017-08-04,28.55714286,0.785714286,0,1.842857143,69.22857143,15.53,3999
2016-07-03,24.28571429,16.1,0,2.1,70.14285714,12.16571429,10183
2019-10-23,16.87142857,0.0,0,1.742857143,60.4,12.86857143,1004
2015-06-16,24.31428571,3.428571429,0,2.757142857,62.95714286,19.07285714,4599
2015-10-02,20.27142857,5.0,0,2.5,49.48571429,12.25571429,980
2018-06-11,22.28571429,0.857142857,6,1.714285714,62.92857143,19.69142857,4152
2017-07-13,26.2,28.42857143,0,1.971428571,82.41428571,10.34857143,3067
2015-07-31,26.87142857,18.0,0,2.8,82.08571429,10.99428571,5598
2016-07-11,25.9,14.35714286,0,1.9,71.75714286,16.74714286,5063
2015-06-21,23.41428571,8.142857143,0,2.371428571,68.8,17.22571429,3039
2015-05-24,18.44285714,0.142857143,0,3.057142857,53.42857143,20.02285714,10082
2019-08-16,28.55714286,12.22857143,16,1.685714286,71.51428571,15.21714286,1596
2016-08-19,29.45714286,1.742857143,12,1.814285714,66.3,14.30428571,4564
2018-06-23,23.7,0.0,0,1.842857143,58.14285714,22.98857143,5010
2018-05-14,16.12857143,4.642857143,0,1.671428571,67.38571429,18.87571429,2376
2017-04-20,14.34285714,2.728571429,0,2.428571429,57.38571429,12.04333333,750
2020-10-27,11.94285714,0.0,0,2.185714286,63.24285714,12.73428571,535
2016-07-06,23.34285714,34.67142857,0,2.4,81.3,8.395714286,3581
2017-08-13,27.27142857,1.214285714,0,2.257142857,69.48571429,14.54,4018
2015-09-10,22.71428571,0.714285714,0,2.7,58.62857143,16.66857143,3629
2016-08-24,29.67142857,2.842857143,0,1.828571429,61.97142857,13.64428571,2341
2017-07-16,26.37142857,30.07142857,65,1.985714286,80.8,12.05428571,4428
2015-05-22,17.72857143,0.142857143,0,3.1,54.27142857,19.67285714,3450
2018-08-07,31.78571429,1.214285714,0,1.9,61.8,19.98714286,3021
2017-06-12,20.67142857,4.657142857,0,2.614285714,59.22857143,18.59428571,2792
2017-05-20,18.54285714,0.0,0,2.557142857,51.45714286,23.41,2086
2015-09-30,22.27142857,0.0,0,2.085714286,46.9,14.41428571,4161
2019-08-24,26.32857143,0.185714286,0,1.542857143,62.35714286,17.78714286,3226
2017-05-05,20.08571429,0.0,0,2.357142857,46.58571429,22.32,1187
2016-08-12,30.17142857,0.142857143,0,1.885714286,64.41428571,17.69,19309
2016-09-06,23.67142857,3.214285714,0,2.342857143,72.18571429,11.55428571,4383
2017-05-28,20.17142857,0.728571429,0,2.442857143,52.25714286,22.72285714,2142
2015-04-23,13.58571429,2.5,0,3.128571429,51.64285714,17.04285714,656
2020-05-11,17.3,4.485714286,5,2.571428571,61.02857143,16.83714286,1176
2018-05-10,16.68571429,3.142857143,0,1.9,58.24285714,21.86857143,2906
2020-08-11,25.01428571,43.6,142,2.3,91.31428571,6.008571429,1907
2016-09-01,21.58571429,5.571428571,0,3.071428571,62.04285714,13.33142857,1973
2020-05-12,17.05714286,4.585714286,4,2.714285714,61.24285714,17.43571429,1625
2016-07-31,28.02857143,8.7,1,2.257142857,74.17142857,11.86714286,5928
2018-05-09,16.08571429,3.285714286,0,1.957142857,57.52857143,19.81857143,1988
2017-06-01,21.64285714,0.0,0,2.5,49.2,23.05,2081
2015-09-23,22.31428571,0.0,0,2.128571429,56.31428571,15.32142857,4074
2020-10-30,11.98571429,0.0,0,1.942857143,55.87142857,14.29428571,543
2015-08-17,26.71428571,4.157142857,0,2.071428571,68.98571429,15.25428571,6111
2020-06-16,24.98571429,1.042857143,0,2.242857143,64.2,22.61285714,3148
2015-06-23,23.34285714,8.142857143,0,2.385714286,67.8,17.64571429,6747
